inner_id,id,dialogue,original movie dialogue,movie name,agreement,annotator_1,manipulative_1,technique_1,victim_1,vulnerability_1,marks_1,confidence_1,annotator_2,manipulative_2,technique_2,victim_2,vulnerability_2,marks_2,confidence_2,annotator_3,manipulative_3,technique_3,victim_3,vulnerability_3,marks_3,confidence_3
583,85514459,"Person1: I got in early. I was excited...  Who was that guy?
Person2: Oh, that's Will. He's a friend. You'd like him.
Person1: Yeah.
Person2: Ray, we're just friend.
Person1: Every guy in history who tried to pick up a girl did the good-friend thing first.
Person2: Why are you being like this?","RAY(?):I got in early. I was excited...  Who was that guy? 
JULIE(f):Oh, that's Will. He's a friend. You'd like him. 
RAY(?):Yeah. 
JULIE(f):Ray, we're just friend. 
RAY(?):Every guy in history who tried to pick up a girl did the good-friend thing first. 
JULIE(f):Why are you being like this?",i still know what you did last summer,100.0,AN1,1,"Rationalization,Playing Victim Role",1,Over-intellectualization,we're just friend. <break> Why are you being like this?,4,AN11,1,Shaming or Belittlement,0,,Every guy in history who tried to pick up a girl did the good-friend thing first.,4,AN15,1,cannot decide,0,,,2
584,85517044,"Person1: Give me the keys, Dignan.
Person2: I can't do that, Bob.
Person1: Dignan. You're going to give me those keys or you're going to get hurt.
Person2: Don't threaten me, Bob.
Person1: Goddammit, Dignan! It's my car! If you don't give me my keys, I swear to God --","BOB(m):Give me the keys, Dignan. 
DIGNAN(m):I can't do that, Bob. 
BOB(m):Dignan. You're going to give me those keys or you're going to get hurt. 
DIGNAN(m):Don't threaten me, Bob. 
BOB(m):Goddammit, Dignan! It's my car! If you don't give me my keys, I swear to God --",bottle rocket,100.0,AN13,1,"Intimidation,Brandishing Anger",0,,,3,AN7,1,"Shaming or Belittlement,Brandishing Anger,Persuasion or Seduction",0,,"You're going to give me those keys or you're going to get hurt <break> t's my car! If you don't give me my keys, I swear to God -",5,AN1,1,"Intimidation,Brandishing Anger",1,Dependency,"Dignan. You're going to give me those keys or you're going to get hurt. <break> Goddammit, Dignan! It's my car! If you don't give me my keys, I swear to God --",4
585,85516226,"Person1: I don't remember you at all-  You - you saved my life-  Bizarre thing to say, isn't it...?
Person2: I'm glad you're around to say it.
Person1: My jury's still out on that,
Person2: Then call it in. Mr. Curry. Whatever's happeninq to you - death is not the preferable alternative.  I'm in the life business - remember..?","MICHAEL(M):I don't remember you at all-  You - you saved my life-  Bizarre thing to say, isn't it...? 
ROWAN(M):I'm glad you're around to say it. 
MICHAEL(M):My jury's still out on that, 
ROWAN(M):Then call it in. Mr. Curry. Whatever's happeninq to you - death is not the preferable alternative.  I'm in the life business - remember..?",the witching hour,33.33333333333333,AN1,1,Persuasion or Seduction,1,"Dependency,Over-intellectualization",Then call it in. Mr. Curry. Whatever's happeninq to you - death is not the preferable alternative. I'm in the life business - remember..?,3,AN5,0,,0,,,5,AN2,0,,0,,,5
586,85516322,"Person1: So if they're tapping your phone, we're dead.  Stay in the guest house.  Skip the graduation parties.  You'll never see Duquette.  Okay?  I love you.
Person2: Okay.  I love you too.","SAM(m):So if they're tapping your phone, we're dead.  Stay in the guest house.  Skip the graduation parties.  You'll never see Duquette.  Okay?  I love you. 
KELLY(f):Okay.  I love you too.",wild things,33.33333333333333,AN15,1,"Rationalization,Persuasion or Seduction",1,Naivete,,3,AN2,0,,0,,,5,AN5,1,Persuasion or Seduction,1,"Dependency,Over-responsibility",,5
587,85517665,"Person1: Pain by nerve induction... A human can resist any pain. Our test is crisis and observation.
Person2: I see the truth of it. -- REVEREND MOTHER  Could he be the one?... Maybe... but will he be ours to control?  You know when people speak the truth?","REVEREND MOTHER(f):Pain by nerve induction... A human can resist any pain. Our test is crisis and observation. 
PAUL(m):I see the truth of it. -- REVEREND MOTHER  Could he be the one?... Maybe... but will he be ours to control?  You know when people speak the truth?",dune,100.0,AN8,0,,0,,,3,AN1,0,,0,,,4,AN16,0,,0,,,1
588,85515227,"Person1: What am I saying?  You dont need to hear that...  All I meant was a lot of people have a hard time dealing with all the forced reverie, thats all.  Is that you?
Person2: Is it...?
Person1: Trouble at work?
Person2: I dont think so.
Person1: Its not Kate, is it?","ARNIE(m):What am I saying?  You dont need to hear that...  All I meant was a lot of people have a hard time dealing with all the forced reverie, thats all.  Is that you? 
JACK(m):Is it...? 
ARNIE(m):Trouble at work? 
JACK(m):I dont think so. 
ARNIE(m):Its not Kate, is it?",the family man,33.33333333333333,AN12,0,,0,,,5,AN2,0,,0,,,5,AN1,1,Feigning Innocence,1,Naivete,"All I meant was a lot of people have a hard time dealing with all the forced reverie, thats all",4
589,85518543,"Person1: Jesus.   What kind of FBI agent are you?
Person2: I'm your worst nightmare. Now, if you don't want me to keep on hurting you, it's important that I believe you and right now I don't. So tell me, where did they go?
Person1: I swear man, I don't know. They packed up and left a half hour ago.  All I got is one of their phone numbers in Paris.","WAYNE(?):Jesus.   What kind of FBI agent are you? 
AGENT HADLEY(?):I'm your worst fuckin' nightmare. Now, if you don't want me to keep on hurting you, it's important that I believe you and right now I don't. So tell me, where did they go? 
WAYNE(?):I swear man, I don't know. They packed up and left a half hour ago.  All I got is one of their phone numbers in Paris.",crime spree,100.0,AN1,1,Intimidation,1,Dependency,"I'm your worst nightmare. Now, if you don't want me to keep on hurting you, it's important that I believe you and right now I don't. So tell me, where did they go?",4,AN11,1,"Intimidation,Persuasion or Seduction",0,,"I'm your worst nightmare. Now, if you don't want me to keep on hurting you, it's important that I believe you and right now I don't.",4,AN7,1,cannot decide,0,,,4
590,85517088,"Person1: Hey, look.  You start paying, who knows what will happen.  You're a good father, George.  I always gave you that.  But you've got to talk to her.
Person2: Yeah.
Person1: She's getting big.  Getting her own ideas.
Person2: I know.  Well, that's all I really wanted to say.  So, okay, then.","MIRTHA(f):Hey, look.  You start paying, who knows what will happen.  You're a good father, George.  I always gave you that.  But you've got to talk to her. 
GEORGE(m):Yeah. 
MIRTHA(f):She's getting big.  Getting her own ideas. 
GEORGE(m):I know.  Well, that's all I really wanted to say.  So, okay, then.",blow,100.0,AN13,1,Persuasion or Seduction,0,,"You're a good father, George. I always gave you that. But you've got to talk to her.",4,AN1,1,Persuasion or Seduction,1,"Dependency,Over-intellectualization",She's getting big. Getting her own ideas.,4,AN11,1,Persuasion or Seduction,1,Dependency,"You're a good father, George. I always gave you that. But you've got to talk to her.",5
591,85518343,"Person1: You lied to me!
Person2: What?
Person1: I just left Joanne Braslow.  She told me she saw you doing cocaine at Marsh's house!
Person2: She's mistaken.
Person1: That's not good enough, Goddamit!
Person2: It isn't true.  You have to believe me.
Person1: No, I don't have to believe you.  The jury has to believe you and answers like he's lying or she's mistaken aren't going to convince them.
Person2: I don't use cocaine anymore.  If she says she saw me doing it she's lying.
Person1: Why would she lie?
Person2: I don't know, Frank -- but don't you think that's something we should find out?","DULANEY(m):You lied to me! 
REBECCA(f):What? 
DULANEY(m):I just left Joanne Braslow.  She told me she saw you doing cocaine at Marsh's house! 
REBECCA(f):She's mistaken. 
DULANEY(m):That's not good enough, Goddamit! 
REBECCA(f):It isn't true.  You have to believe me. 
DULANEY(m):No, I don't have to believe you.  The jury has to believe you and answers like he's lying or she's mistaken aren't going to convince them. 
REBECCA(f):I don't use cocaine anymore.  If she says she saw me doing it she's lying. 
DULANEY(m):Why would she lie? 
REBECCA(f):I don't know, Frank -- but don't you think that's something we should find out?",body of evidence,100.0,AN10,1,Denial,0,,It isn't true. You have to believe me. <break> I don't use cocaine anymore. If she says she saw me doing it she's lying.,3,AN13,1,"Denial,Evasion",1,Over-intellectualization,"She's mistaken <break> I don't know, Frank -- but don't you think that's something we should find out?",3,AN7,1,"Denial,Feigning Innocence",0,,,4
592,85515159,"Person1: My mistake. I apologize.
Person2: What made you ask such a question?
Person1: I thought that's what we were doing -- asking questions.
Person2: I thought we were just having a conversation. You seem to be reading all this meaning into it. Meanings I must be too simple to, uh... interpret or something.
Person1: I already apologized.","ROBERT(m):My mistake. I apologize. 
FRANCESCA(f):What made you ask such a question? 
ROBERT(m):I thought that's what we were doing -- asking questions. 
FRANCESCA(f):I thought we were just having a conversation. You seem to be reading all this meaning into it. Meanings I must be too simple to, uh... interpret or something. 
ROBERT(m):I already apologized.",the bridges of madison county,100.0,AN17,1,Feigning Innocence,0,,I thought that's what we were doing -- asking questions.,4,AN1,1,"Evasion,Feigning Innocence",1,"Naivete,Low self-esteem",I thought that's what we were doing -- asking questions <break> I already apologized.,5,AN11,1,Shaming or Belittlement,1,cannot decide,"I thought we were just having a conversation. You seem to be reading all this meaning into it. Meanings I must be too simple to, uh... interpret or something.",3
593,85515445,"Person1: Now, let's free ourselves from emotionalism and try to solve the problem in a practical way. Our situation has changed considerably. Before I had only a claim to the jewels. Now I have the jewels.
Person2: In other words moral ideas have no weight with you... all right, then let's deal with legal facts. You know that France has recognized the Soviet.
Person1: Unfortunately.
Person2: Under Soviet law the jewels belong to the State. France is going to uphold that ownership.
Person1: My lawyer agrees with you. He says France will uphold it in every court, but I will drag you through every court, don't forget that. And when I say it will take two years I am, as always, conservative.
Person2: Won't those two years in court be expensive for you? I know that money was no object as long as you could squeeze it from the pockets of the people, but now...
Person1: I may run out of money, but you have already run out of bread. Two years is a long time for your comrades to wait.
Person2: I see. You have calculated in terms of hunger.
Person1: No, I just wanted to be absolutely impartial. Both of us are faced with two rather uncomfortable years. We can condense these two years to two minutes if you want to accept my proposition. Ninotchka now realizes what she is after.
Person2: Go on.
Person1: I am willing to hand over the jewels and sign the necessary papers if you take that five-forty plane to Moscow.
Person2: That's not the way to win him back... not Leon.
Person1: I think I know Leon quite as well as you... possibly a little better. Leave that worry to me. Five-forty leaves you time enough to close the deal with Monsieur Mercier, but naturally you'll be too busy for any farewells. I'll see to it that everything is done in the most expeditious manner and I will also see you to the airport. That's my proposition, Comrade Yakushova.","SWANA(f):Now, let's free ourselves from emotionalism and try to solve the problem in a practical way. Our situation has changed considerably. Before I had only a claim to the jewels. Now I have the jewels. 
NINOTCHKA(f):In other words moral ideas have no weight with you... all right, then let's deal with legal facts. You know that France has recognized the Soviet. 
SWANA(f):Unfortunately. 
NINOTCHKA(f):Under Soviet law the jewels belong to the State. France is going to uphold that ownership. 
SWANA(f):My lawyer agrees with you. He says France will uphold it in every court, but I will drag you through every court, don't forget that. And when I say it will take two years I am, as always, conservative. 
NINOTCHKA(f):Won't those two years in court be expensive for you? I know that money was no object as long as you could squeeze it from the pockets of the people, but now... 
SWANA(f):I may run out of money, but you have already run out of bread. Two years is a long time for your comrades to wait. 
NINOTCHKA(f):I see. You have calculated in terms of hunger. 
SWANA(f):No, I just wanted to be absolutely impartial. Both of us are faced with two rather uncomfortable years. We can condense these two years to two minutes if you want to accept my proposition. Ninotchka now realizes what she is after. 
NINOTCHKA(f):Go on. 
SWANA(f):I am willing to hand over the jewels and sign the necessary papers if you take that five-forty plane to Moscow. 
NINOTCHKA(f):That's not the way to win him back... not Leon. 
SWANA(f):I think I know Leon quite as well as you... possibly a little better. Leave that worry to me. Five-forty leaves you time enough to close the deal with Monsieur Mercier, but naturally you'll be too busy for any farewells. I'll see to it that everything is done in the most expeditious manner and I will also see you to the airport. That's my proposition, Comrade Yakushova.",ninotchka,100.0,AN14,1,"Shaming or Belittlement,Persuasion or Seduction",1,Dependency, but you have already run out of bread <break> I think I know Leon quite as well as you... possibly a little better. Leave that worry to me.,2,AN12,1,"Rationalization,Playing Servant Role",0,,"No, I just wanted to be absolutely impartial. ",5,AN1,1,Persuasion or Seduction,1,Dependency,I am willing to hand over the jewels and sign the necessary papers if you take that five-forty plane to Moscow.,5
594,85518644,"Person1: No!  You're one of them.  Of course, it makes perfect sense!
Person2: No, it doesn't!  Those keys were put there.  I didn't even know...
Person1: You're behind this, aren't you?  You and your sick friends.  Well, make it stop!
Person2: Listen to yourself.   Why would I do anything like what you're describing?
Person1: Because you hate me.  Because you had to be here, when mom died.  Because you had to do it alone.  Well, don't you think if I'd known... I'd've been here too.  I'd have been here...
Person2: Stop this.  It's not true...
Person1: I'm sorry, Christ, I'm sorry!  How many more times do I have to say I'm sorry before you forgive me... ?
Person2: Stop it!","CONRAD(m):No!  You're one of them.  Of course, it makes perfect sense! 
NICHOLAS(m):No, it doesn't!  Those keys were put there.  I didn't even know... 
CONRAD(m):You're behind this, aren't you?  You and your sick friends.  Well, make it stop! 
NICHOLAS(m):Listen to yourself.   Why would I do anything like what you're describing? 
CONRAD(m):Because you hate me.  Because you had to be here, when mom died.  Because you had to do it alone.  Well, don't you think if I'd known... I'd've been here too.  I'd have been here... 
NICHOLAS(m):Stop this.  It's not true... 
CONRAD(m):I'm sorry, Christ, I'm sorry!  How many more times do I have to say I'm sorry before you forgive me... ? 
NICHOLAS(m):Stop it!",the game,100.0,AN1,1,"Shaming or Belittlement,Accusation",1,"Over-responsibility,Low self-esteem","I'm sorry, Christ, I'm sorry! How many more times do I have to say I'm sorry before you forgive me... ?",3,AN9,1,Playing Victim Role,1,"Over-responsibility,Low self-esteem",,4,AN7,1,"Feigning Innocence,Persuasion or Seduction",0,,,4
595,85517516,"Person1: That was Sue. We got two parties tonight. One's for a modeling agency.
Person2: I don't know...
Person1: Listen to me, baby, there are going to be beautiful babies there.
Person2: Trent, I don't feel like going out tonight. I got shit to do tomorrow...
Person1: Listen to you. I got an audition for a pilot at nine and I'm going. You gotta get out with some beautiful babies. You can't sit home thinking about her.
Person2: I don't know...
Person1: I don't know, I don't know -- listen to you. We're gonna have fun tonight. We gotta get you out of that stuffy apartment.
Person2: We're gonna spend half the night driving around the Hills looking for this party and then leaving cause it sucks, then we're gonna look for this other party you heard about. But, Trent, all the parties and bars, they all suck. I spend half the night trying to talk to some girl who's eyes are darting around to see if there's someone else she should be talking to. And it's like I'm supposed to be all happy cause she's wearing a backpack. Half of them are nasty skanks who wouldn't be shit if they weren't surrounded by a bunch of drunken horny assholes. I'm not gonna be one of those assholes. It's depressing. Some skank who isn't half the woman my girlfriend is is gonna front me? It makes me want to puke.
Person1: You got it bad, baby. You need Vegas.
Person2: What are you talking about? Vegas?
Person1: VEGAS.
Person2: What Vegas?
Person1: We're going to Vegas.
Person2: When?
Person1: Tonight, baby.
Person2: You're crazy.
Person1: I'll pick you up in a half an hour.
Person2: I'm not going to Vegas.
Person1: Shut up -- yes you are. Now listen to Tee. We'll stop at a cash machine on the way.","TRENT(m):That was Sue. We got two parties tonight. One's for a modeling agency. 
MIKE(m):I don't know... 
TRENT(m):Listen to me, baby, there are going to be beautiful babies there. 
MIKE(m):Trent, I don't feel like going out tonight. I got shit to do tomorrow... 
TRENT(m):Listen to you. I got an audition for a pilot at nine and I'm going. You gotta get out with some beautiful babies. You can't sit home thinking about her. 
MIKE(m):I don't know... 
TRENT(m):I don't know, I don't know -- listen to you. We're gonna have fun tonight. We gotta get you out of that stuffy apartment. 
MIKE(m):We're gonna spend half the night driving around the Hills looking for this party and then leaving cause it sucks, then we're gonna look for this other party you heard about. But, Trent, all the parties and bars, they all suck. I spend half the night trying to talk to some girl who's eyes are darting around to see if there's someone else she should be talking to. And it's like I'm supposed to be all happy cause she's wearing a backpack. Half of them are nasty skanks who wouldn't be shit if they weren't surrounded by a bunch of drunken horny assholes. I'm not gonna be one of those assholes. It's fucking depressing. Some skank who isn't half the woman my girlfriend is is gonna front me? It makes me want to puke. 
TRENT(m):You got it bad, baby. You need Vegas. 
MIKE(m):What are you talking about? Vegas? 
TRENT(m):VEGAS. 
MIKE(m):What Vegas? 
TRENT(m):We're going to Vegas. 
MIKE(m):When? 
TRENT(m):Tonight, baby. 
MIKE(m):You're crazy. 
TRENT(m):I'll pick you up in a half an hour. 
MIKE(m):I'm not going to Vegas. 
TRENT(m):Shut up -- yes you are. Now listen to Tee. We'll stop at a cash machine on the way.",swingers,100.0,AN13,1,Persuasion or Seduction,1,Low self-esteem,,3,AN1,1,Persuasion or Seduction,1,Low self-esteem,I'll pick you up in a half an hour. <break> Shut up -- yes you are. Now listen to Tee. We'll stop at a cash machine on the way.,4,AN14,1,Persuasion or Seduction,1,Dependency,I got an audition for a pilot at nine and I'm going. You gotta get out with some beautiful babies. You can't sit home thinking about her <break> Shut up -- yes you are. Now listen to Tee. We'll stop at a cash machine on the way,5
596,85518845,"Person1: You said ""the Commander.
Person2: What?
Person1: Back there. You said ""the Commander is down there with a bunch of cannibals.""
Person2: No I didn't.
Person1: Yes you did.","ALEXANDER(m):You said ""the Commander. 
GWEN(f):What? 
ALEXANDER(m):Back there. You said ""the Commander is down there with a bunch of cannibals."" 
GWEN(f):No I didn't. 
ALEXANDER(m):Yes you did.",galaxy quest,100.0,AN9,1,"Denial,Playing Victim Role",1,Naivete,,2,AN1,1,Denial,1,Naivete,,4,AN7,1,Denial,0,,,3
597,85518578,"Person1: My father's company imports and exports. Archaeology is part of the business. We happen to get along just fine, smartass. Look, why don't you bust somebody else's balls for a change.
Person2: I thought you meant...
Person1: You thought I meant...too tough to apologize, huh? You must have been a very lonely girl.","DELONGPRE(?):My father's company imports and exports. Archaeology is part of the business. We happen to get along just fine, smartass. Look, why don't you bust somebody else's balls for a change. 
RIZZO(?):I thought you meant... 
DELONGPRE(?):You thought I meant...too tough to apologize, huh? You must have been a very lonely girl.",jason x,100.0,AN11,1,Shaming or Belittlement,1,Low self-esteem,"Look, why don't you bust somebody else's balls for a change. <break> You thought I meant...too tough to apologize, huh? You must have been a very lonely girl.",3,AN7,1,"Shaming or Belittlement,Accusation",1,Low self-esteem,"You thought I meant...too tough to apologize, huh? You must have been a very lonely girl.",4,AN1,1,"Shaming or Belittlement,Accusation",1,"Over-responsibility,Low self-esteem","You thought I meant...too tough to apologize, huh? You must have been a very lonely girl.",4
598,85515485,"Person1: Gin? Where the hell are you?
Person2: I'm in the middle.
Person1: In the middle? You've got the Mask, why don't we have him?
Person2: He's on to something bigger.
Person1: Listen to me. Whatever you're doing, stop. Pull out.
Person2: Too late now.
Person1: Tell me where you are, or just leave the line open so I can trace you.
Person2: I'm going to get him, I promise you.","CRUZ(m):Gin? Where the hell are you? 
GIN(f):I'm in the middle. 
CRUZ(m):In the middle? You've got the Mask, why don't we have him? 
GIN(f):He's on to something bigger. 
CRUZ(m):Listen to me. Whatever you're doing, stop. Pull out. 
GIN(f):Too late now. 
CRUZ(m):Tell me where you are, or just leave the line open so I can trace you. 
GIN(f):I'm going to get him, I promise you.",entrapment,33.33333333333333,AN14,0,,0,,,3,AN1,1,"Intimidation,Persuasion or Seduction",1,Dependency,"Listen to me. Whatever you're doing, stop. Pull out. <break> Tell me where you are, or just leave the line open so I can trace you.",5,AN12,1,Persuasion or Seduction,0,,"I'm going to get him, I promise you.",3
599,85515683,"Person1: What happened to you?
Person2: Dad, did you do it?  Did you take that money?
Person1: Sweetheart, no.  Don't be ridiculous.
Person2: Swear to god, I need to know the truth.
Person1: Honey!
Person2: Swear to god.
Person1: I swear to god.
Person2: But I found the money.
Person1: Honey, it's not what you think.
Person2: What am I supposed to think?
Person1: Honey, about what?
Person2: You stole from them, you lied to me.  How do you think that's supposed to make me feel?
Person1: You think you know what this money is?
Person2: Yes, I...
Person1: No, you don't know what it is.  It's not for me.  This money's for you, for when you come back from England with honors to set you up, so you don't have to depend on anybody again.  Diane, I take better care of these people than their families do.  I care for them, I give them flowers, I feed them, I wipe their mouths...
Person2: No, but you stole from them.
Person1: I made their lives better.
Person2: You let me believe you.  You knew you were guilty, and you let me become a part of it.  God, how... how could you...
Person1: Alright, alright.  Go ahead.  When I'm old, give me someone like me, but go ahead.
Person2: I trusted you.  I stood up in court five years ago and I picked you.
Person1: Why are you being so hateful to me?  Is this because of Lloyd?
Person2: No.  I told you everything, you lied to me.  I would have done anything for you.
Person1: That's right, work it out.
Person2: No, I will.  I don't want to leave something out because I know I can say anything to you.  You're a liar, and a thief.
Person1: Take it easy how mad you make me, I'm the only dad you've got.
Person2: I'm so ashamed dad.
Person1: Don't say that, it's not good for you.  You're...
Person2: You're right.","JIM(M):What happened to you? 
DIANE(f):Dad, did you do it?  Did you take that money? 
JIM(M):Sweetheart, no.  Don't be ridiculous. 
DIANE(f):Swear to god, I need to know the truth. 
JIM(M):Honey! 
DIANE(f):Swear to god. 
JIM(M):I swear to god. 
DIANE(f):But I found the money. 
JIM(M):Honey, it's not what you think. 
DIANE(f):What am I supposed to think? 
JIM(M):Honey, about what? 
DIANE(f):You stole from them, you lied to me.  How do you think that's supposed to make me feel? 
JIM(M):You think you know what this money is? 
DIANE(f):Yes, I... 
JIM(M):No, you don't know what it is.  It's not for me.  This money's for you, for when you come back from England with honors to set you up, so you don't have to depend on anybody again.  Diane, I take better care of these people than their families do.  I care for them, I give them flowers, I feed them, I wipe their mouths... 
DIANE(f):No, but you stole from them. 
JIM(M):I made their lives better. 
DIANE(f):You let me believe you.  You knew you were guilty, and you let me become a part of it.  God, how... how could you... 
JIM(M):Alright, alright.  Go ahead.  When I'm old, give me someone like me, but go ahead. 
DIANE(f):I trusted you.  I stood up in court five years ago and I picked you. 
JIM(M):Why are you being so hateful to me?  Is this because of Lloyd? 
DIANE(f):No.  I told you everything, you lied to me.  I would have done anything for you. 
JIM(M):That's right, work it out. 
DIANE(f):No, I will.  I don't want to leave something out because I know I can say anything to you.  You're a liar, and a thief. 
JIM(M):Take it easy how mad you make me, I'm the only dad you've got. 
DIANE(f):I'm so ashamed dad. 
JIM(M):Don't say that, it's not good for you.  You're... 
DIANE(f):You're right.",say anything...,100.0,AN10,1,"Denial,Rationalization",1,Over-intellectualization,"Honey, it's not what you think. <break> No, you don't know what it is. It's not for me. This money's for you, for when you come back from England with honors to set you up, so you don't have to depend on anybody again. Diane, I take better care of these people than their families do. I care for them, I give them flowers, I feed them, I wipe their mouths... <break> I made their lives better. <break> Take it easy how mad you make me, I'm the only dad you've got.",3,AN12,1,"Playing Victim Role,Playing Servant Role,Accusation",1,Dependency,"Why are you being so hateful to me? Is this because of Lloyd? <break> No, you don't know what it is. It's not for me. This money's for you, ",4,AN1,1,"Denial,Playing Victim Role,Accusation",1,"Over-intellectualization,Low self-esteem","Dad, did you do it? Did you take that money? <break> Sweetheart, no. Don't be ridiculous. <break> No. I told you everything, you lied to me. I would have done anything for you.",5
600,85517360,"Person1: Frances?  Oh no.
Person2: Refill my drink, will you, Bob?
Person1: What're you doing?
Person2: Putting on my armor.
Person1: Come on, Frances. Louella Parsons is here. She wants to talk to you, help you out.
Person2: Louella... didn't she call me a spoiled little bitch?
Person1: Come on, she's an important columnist! What's the matter? I thought you wanted these people to forgive you.
Person2: 'Forgive'...? For What?
Person1: I'm sorry... that was an unfortunate choice of words.","BARNES(?):Frances?  Oh no. 
FRANCES(f):Refill my drink, will you, Bob? 
BARNES(?):What're you doing? 
FRANCES(f):Putting on my armor. 
BARNES(?):Come on, Frances. Louella Parsons is here. She wants to talk to you, help you out. 
FRANCES(f):Louella... didn't she call me a spoiled little bitch? 
BARNES(?):Come on, she's an important columnist! What's the matter? I thought you wanted these people to forgive you. 
FRANCES(f):'Forgive'...? For What? 
BARNES(?):I'm sorry... that was an unfortunate choice of words.",frances,100.0,AN1,1,"Rationalization,Persuasion or Seduction",1,Over-intellectualization,"Come on, she's an important columnist! What's the matter? I thought you wanted these people to forgive you.",4,AN13,1,"Brandishing Anger,Persuasion or Seduction",0,,"Come on, she's an important columnist! What's the matter? I thought you wanted these people to forgive you.",3,AN14,1,"Brandishing Anger,Persuasion or Seduction",0,,"Come on, she's an important columnist! What's the matter? I thought you wanted these people to forgive you.",3
601,85518824,"Person1: What do you mean?
Person2: You are writing another book, aren't you? That's why you're here. The story's not over.
Person1: You're getting obvious.
Person2: No, Gale, I'm just getting started. Seeya soon.
Person1: No, wait...
Person2: Watch your back.","GALE(f):What do you mean? 
MAN'S VOICE(?):You are writing another book, aren't you? That's why you're here. The story's not over. 
GALE(f):You're getting obvious. 
MAN'S VOICE(?):No, Gale, I'm just getting started. Seeya soon. 
GALE(f):No, wait... 
MAN'S VOICE(?):Watch your back.",scream 2,100.0,AN7,1,Intimidation,1,Dependency,,3,AN9,1,"Playing Victim Role,Intimidation",1,Dependency,,4,AN1,1,"Intimidation,Accusation",1,"Naivete,Dependency",You're getting obvious. <break> Watch your back.,4
602,85514763,"Person1: I see why you're here -- you knew that nobody was coming.
Person2: I didn't.
Person1: You're lying.
Person2: Lying to you -- Why should I?
Person1: You know that you're in my house.
Person2: I know -- and you could show me the door. You would, too, if you weren't still hoping the guests might arrive.
Person1: You think you're so smart, Mrs. Stone. You wanted to be near Jabez. It looked like your big chance tonight, but you're wrong, you can't win him back -- not that way.
Person2: That's my problem, Belle.","BELLE(?):I see why you're here -- you knew that nobody was coming. 
MARY(F):I didn't. 
BELLE(?):You're lying. 
MARY(F):Lying to you -- Why should I? 
BELLE(?):You know that you're in my house. 
MARY(F):I know -- and you could show me the door. You would, too, if you weren't still hoping the guests might arrive. 
BELLE(?):You think you're so smart, Mrs. Stone. You wanted to be near Jabez. It looked like your big chance tonight, but you're wrong, you can't win him back -- not that way. 
MARY(F):That's my problem, Belle.",the devil and daniel webster,100.0,AN7,1,"Shaming or Belittlement,Brandishing Anger,Accusation",0,,,3,AN13,1,Persuasion or Seduction,0,,,4,AN1,1,"Shaming or Belittlement,Accusation",1,Low self-esteem,"You're lying. <break> You think you're so smart <break> you're wrong, you can't win him back -- not that way",5
603,85517526,"Person1: It's fine. It's done. Basically. I'm just sort of... tinkering with it.
Person2: Great. I was hoping I could get a look at it sometime this weekend. Think that might be possible?
Person1: I don't know. I'm sort of at a critical... juncture.
Person2: I thought you were tinkering.
Person1: I just mean...
Person2: Forget I asked. I don't want to pressure you, Tripp. But...  ...I get pressure. Know what I mean?","GRADY(m):It's fine. It's done. Basically. I'm just sort of... tinkering with it. 
CRABTREE(m):Great. I was hoping I could get a look at it sometime this weekend. Think that might be possible? 
GRADY(m):I don't know. I'm sort of at a critical... juncture. 
CRABTREE(m):I thought you were tinkering. 
GRADY(m):I just mean... 
CRABTREE(m):Forget I asked. I don't want to pressure you, Tripp. But...  ...I get pressure. Know what I mean?",wonder boys,100.0,AN1,1,"Shaming or Belittlement,Persuasion or Seduction",1,Over-responsibility,"I thought you were tinkering. <break> Forget I asked. I don't want to pressure you, Tripp. But... ...I get pressure. Know what I mean?",4,AN13,1,Rationalization,1,Over-intellectualization,,3,AN14,1,Playing Victim Role,1,Over-responsibility,.I get pressure. Know what I mean,4
